"Cust_ID","Target","Age","Gender","Balance","Occupation","No_OF_CR_TXNS","AGE_BKT","SCR","Holding_Period"
"C9489",0,47,"F",98783.56,"PROF",16,"46-50",617,19
"C949",0,55,"M",204587.03,"SAL",46,">50",963,17
"C9490",0,55,"F",19626.36,"",13,">50",262,3
"C9491",0,55,"F",464598.17,"",19,">50",691,2
"C9492",0,21,"F",527124.31,"PROF",12,"<25",986,23
"C9493",0,41,"F",212597.47,"",19,"41-45",540,10
"C9494",0,44,"F",505121.41,"",6,"41-45",207,31
"C9495",0,44,"F",6840.15,"",10,"41-45",542,3
"C9496",0,28,"F",401229.23,"SELF-EMP",15,"26-30",784,18
"C9497",0,22,"F",294432.95,"",8,"<25",183,14
"C9498",0,36,"F",505003.25,"",10,"36-40",172,10
"C9499",0,36,"F",49698.19,"",7,"36-40",129,11
"C95",0,35,"F",36145.76,"SELF-EMP",42,"31-35",667,11
"C950",0,51,"M",98921.16,"PROF",0,">50",897,15
"C9500",0,41,"F",17710.93,"",2,"41-45",422,17
"C9501",0,50,"F",93739.6,"PROF",20,"46-50",149,16
"C9502",0,49,"F",150361.45,"",9,"46-50",717,6
"C9503",0,29,"F",493139.01,"",6,"26-30",842,14
"C9504",0,32,"F",529308.41,"PROF",0,"31-35",786,10
"C9505",0,51,"F",259727.55,"",4,">50",542,13
"C9506",0,54,"F",191703.47,"",16,">50",241,31
"C9507",0,24,"F",388500.96,"PROF",17,"<25",926,10
"C9508",0,55,"F",301741.56,"PROF",0,">50",180,20
"C9509",0,27,"F",58900.56,"",9,"26-30",634,15
"C951",1,52,"M",21257.25,"PROF",39,">50",782,0
"C9510",0,52,"F",7011.29,"",10,">50",936,5
"C9511",0,35,"F",550786.08,"",16,"31-35",247,2
"C9512",0,30,"F",118590.32,"",5,"26-30",801,19
"C9513",0,21,"F",298361.82,"",19,"<25",938,25
"C9514",0,51,"F",563.75,"",7,">50",470,8
"C9515",0,41,"F",490549.89,"PROF",1,"41-45",426,28
"C9516",0,39,"F",118659.21,"PROF",1,"36-40",677,25
"C9517",0,31,"F",35630.22,"PROF",14,"31-35",822,31
"C9518",0,46,"F",42605.91,"SELF-EMP",4,"46-50",131,10
"C9519",0,33,"F",245467.51,"",16,"31-35",399,30
"C952",0,47,"M",207.6,"PROF",20,"46-50",628,13
"C9520",0,55,"F",4550.68,"",5,">50",287,15
"C9521",0,29,"F",83793.58,"",12,"26-30",284,1
"C9522",0,40,"F",30057.39,"PROF",4,"36-40",565,16
"C9523",0,36,"F",275102.62,"SELF-EMP",11,"36-40",363,16
"C9524",0,31,"F",679732,"PROF",12,"31-35",680,6
"C9525",0,53,"F",26515.84,"",16,">50",567,13
"C9526",0,45,"F",25188.87,"",5,"41-45",519,30
"C9527",0,36,"F",222588.88,"",2,"36-40",569,8
"C9528",0,32,"F",336393.67,"",8,"31-35",347,25
"C9529",0,30,"F",378997.45,"PROF",16,"26-30",140,21
"C953",0,40,"M",9482.74,"SENP",18,"36-40",182,19
"C9530",0,42,"F",164816.82,"",18,"41-45",553,12
"C9531",0,46,"F",508376.77,"PROF",13,"46-50",841,12
"C9532",0,39,"F",58798.35,"SELF-EMP",11,"36-40",985,27
"C9533",0,51,"F",543885,"",13,">50",402,3
"C9534",0,37,"F",197717.61,"",15,"36-40",162,4
"C9535",0,28,"F",397487.7,"SAL",0,"26-30",913,27
"C9536",0,48,"F",127934.52,"",12,"46-50",376,6
"C9537",0,25,"F",287789.02,"SELF-EMP",19,"<25",662,4
"C9538",0,36,"F",572355.51,"",1,"36-40",608,16
"C9539",0,33,"F",167142.16,"",2,"31-35",636,11
"C954",0,49,"M",32450.94,"PROF",32,"46-50",425,21
"C9540",0,38,"F",207106.53,"PROF",10,"36-40",373,30
"C9541",0,30,"F",41070.17,"",17,"26-30",777,19
"C9542",0,30,"F",33910.5,"",8,"26-30",819,1
"C9543",0,26,"F",65952.93,"PROF",16,"26-30",668,14
"C9544",0,41,"F",588478.47,"PROF",1,"41-45",866,26
"C9545",0,30,"F",188549.88,"SELF-EMP",15,"26-30",105,26
"C9546",0,22,"F",209803.55,"SELF-EMP",9,"<25",422,30
"C9547",0,33,"F",529055.01,"SAL",3,"31-35",789,13
"C9548",0,29,"F",538682.29,"",20,"26-30",400,26
"C9549",0,24,"F",191819.91,"SELF-EMP",18,"<25",876,20
"C955",0,34,"M",25302.15,"SAL",30,"31-35",194,2
"C9550",0,24,"F",81101.31,"SELF-EMP",10,"<25",118,6
"C9551",0,24,"F",25766.91,"SELF-EMP",2,"<25",697,23
"C9552",0,24,"F",392588.73,"",4,"<25",724,26
"C9553",0,23,"F",554363.12,"PROF",15,"<25",519,18
"C9554",0,31,"F",521638.75,"",9,"31-35",802,22
"C9555",0,40,"F",227989.78,"",11,"36-40",387,19
"C9556",0,55,"F",299173.01,"SELF-EMP",3,">50",109,23
"C9557",0,46,"F",85019.6,"SELF-EMP",12,"46-50",807,9
"C9558",0,27,"F",46127.52,"SELF-EMP",13,"26-30",873,4
"C9559",0,32,"F",565280.26,"SELF-EMP",13,"31-35",344,12
"C956",0,54,"M",28480.28,"SENP",4,">50",868,20
"C9560",0,42,"F",7504.37,"",11,"41-45",474,17
"C9561",0,38,"F",70265.67,"PROF",20,"36-40",874,24
"C9562",0,24,"F",391145.62,"PROF",19,"<25",997,31
"C9563",0,46,"F",137312.27,"",20,"46-50",137,31
"C9564",0,50,"F",525989.66,"",17,"46-50",668,15
"C9565",0,46,"F",237580.81,"PROF",15,"46-50",314,0
"C9566",0,37,"F",30858.59,"SELF-EMP",13,"36-40",412,26
"C9567",0,52,"F",251133.08,"PROF",20,">50",352,7
"C9568",0,22,"F",348445.73,"",3,"<25",741,14
"C9569",0,22,"F",195822.57,"",3,"<25",687,0
"C957",1,24,"M",5362.26,"",14,"<25",979,6
"C9570",0,40,"F",176440.44,"",4,"36-40",784,18
"C9571",0,25,"F",91324.4,"",9,"<25",834,3
"C9572",0,22,"F",561314.32,"SELF-EMP",5,"<25",297,9
"C9573",0,26,"F",498018.15,"",11,"26-30",737,14
"C9574",0,30,"F",81036.13,"PROF",19,"26-30",115,13
"C9575",0,26,"F",464931.92,"SELF-EMP",18,"26-30",202,31
"C9576",0,38,"F",98685.48,"",16,"36-40",375,0
"C9577",0,50,"F",526138.08,"PROF",11,"46-50",747,2
"C9578",0,30,"F",12715.42,"",13,"26-30",144,6
"C9579",0,41,"F",68418.35,"",9,"41-45",243,4
"C958",1,48,"M",10841.2,"",19,"46-50",699,17
"C9580",0,26,"F",318296.77,"SELF-EMP",8,"26-30",103,26
"C9581",0,44,"F",144005.01,"PROF",3,"41-45",486,24
"C9582",0,54,"F",218309.76,"",17,">50",756,14
"C9583",0,25,"F",299574.49,"",11,"<25",861,18
"C9584",0,48,"F",94303.92,"",19,"46-50",925,20
"C9585",0,34,"F",511276.27,"",20,"31-35",391,28
"C9586",0,36,"F",66508.5,"PROF",19,"36-40",638,29
"C9587",0,45,"F",45275.73,"",16,"41-45",958,23
"C9588",0,24,"F",633224,"",15,"<25",390,4
"C9589",0,27,"F",914332.5,"PROF",18,"26-30",912,4
"C959",1,26,"M",775083.31,"",8,"26-30",966,7
"C9590",0,51,"F",213134.01,"SELF-EMP",13,">50",194,30
"C9591",0,33,"F",15495.56,"",14,"31-35",579,2
"C9592",0,54,"F",19007.3,"SELF-EMP",1,">50",838,10
"C9593",0,44,"F",3346.82,"SELF-EMP",18,"41-45",260,15
"C9594",0,47,"F",60982.82,"",9,"46-50",356,21
"C9595",0,52,"F",19425.14,"SELF-EMP",1,">50",695,19
"C9596",0,53,"F",19087.07,"SELF-EMP",14,">50",591,8
"C9597",0,32,"F",135454.74,"",4,"31-35",251,22
"C9598",0,26,"F",117608.05,"",7,"26-30",551,15
"C9599",0,22,"F",515920.65,"",6,"<25",428,20
"C96",0,43,"F",27254.78,"SAL",26,"41-45",342,16
"C960",1,53,"M",33195.52,"SAL",25,">50",980,10
"C9600",0,45,"F",90851.42,"PROF",3,"41-45",986,19
"C9601",0,47,"F",443009.53,"",11,"46-50",817,7
"C9602",0,32,"F",20106.77,"SELF-EMP",19,"31-35",553,6
"C9603",0,43,"F",48684.68,"",11,"41-45",466,16
"C9604",0,43,"F",8278.11,"SELF-EMP",4,"41-45",787,18
"C9605",0,45,"F",529843.97,"",0,"41-45",643,30
"C9606",0,45,"F",52523.79,"",19,"41-45",315,16
"C9607",0,25,"F",10121.89,"",3,"<25",461,24
"C9608",0,33,"F",14677.57,"",18,"31-35",860,22
"C9609",0,29,"F",29973.48,"SAL",6,"26-30",123,1
"C961",0,52,"M",69120.22,"PROF",17,">50",122,22
"C9610",0,34,"F",25750.76,"",9,"31-35",450,8
"C9611",0,48,"F",479801.54,"",9,"46-50",991,9
"C9612",0,53,"F",21483.49,"",1,">50",232,31
"C9613",0,55,"F",260229.74,"",15,">50",274,25
"C9614",0,44,"F",645817.34,"",9,"41-45",328,22
"C9615",0,26,"F",100559.55,"",6,"26-30",875,30
"C9616",0,26,"F",406937.66,"PROF",14,"26-30",677,19
"C9617",0,25,"F",87915.76,"PROF",1,"<25",312,7
"C9618",0,26,"F",80083.85,"SELF-EMP",14,"26-30",906,15
"C9619",0,30,"F",150998.66,"",14,"26-30",836,8
"C962",0,35,"M",6930.73,"PROF",2,"31-35",741,11
"C9620",0,30,"F",60558.25,"PROF",2,"26-30",997,6
"C9621",0,28,"F",240127.54,"",13,"26-30",232,4
"C9622",0,50,"F",3799.81,"",1,"46-50",354,11
"C9623",0,42,"F",130267.57,"",12,"41-45",519,25
"C9624",0,30,"F",518762.66,"",15,"26-30",398,26
"C9625",0,33,"F",302123.9,"",6,"31-35",958,10
"C9626",0,32,"F",72609.09,"",6,"31-35",781,30
"C9627",0,50,"F",18969.27,"",3,"46-50",878,31
"C9628",0,50,"F",199622.6,"",0,"46-50",324,9
"C9629",0,34,"F",543505.91,"",20,"31-35",262,30
"C963",0,54,"M",66839.69,"SAL",29,">50",264,24
"C9630",0,29,"F",172784.38,"",3,"26-30",936,2
"C9631",0,27,"F",339698.24,"PROF",15,"26-30",547,13
"C9632",0,48,"F",518981.22,"",3,"46-50",922,22
"C9633",0,37,"F",541272.32,"SELF-EMP",16,"36-40",931,31
"C9634",0,26,"F",430399.39,"",9,"26-30",728,17
"C9635",0,28,"F",430398.2,"",20,"26-30",438,0
"C9636",0,51,"F",11122.72,"SAL",10,">50",816,30
"C9637",0,42,"F",112652.75,"PROF",5,"41-45",401,18
"C9638",0,30,"F",356294.68,"",17,"26-30",402,21
"C9639",0,35,"F",142536.71,"PROF",4,"31-35",857,29
"C964",0,49,"M",15163.1,"SAL",14,"46-50",825,28
"C9640",0,42,"F",475768.18,"SELF-EMP",18,"41-45",878,1
"C9641",0,29,"F",530730.9,"SELF-EMP",9,"26-30",951,2
"C9642",0,29,"F",28140.25,"PROF",12,"26-30",951,14
"C9643",0,39,"F",0,"",7,"36-40",580,30
"C9644",0,39,"F",238428.28,"SELF-EMP",13,"36-40",987,13
"C9645",0,40,"F",460499.01,"",18,"36-40",929,10
"C9646",0,51,"F",79200.89,"",14,">50",982,1
"C9647",0,27,"F",97732.75,"SAL",12,"26-30",792,3
"C9648",0,36,"F",146257.74,"SELF-EMP",14,"36-40",392,7
"C9649",0,28,"F",11331.83,"SELF-EMP",7,"26-30",936,12
"C965",0,47,"M",7242.29,"PROF",0,"46-50",807,24
"C9650",0,28,"F",327324.14,"",12,"26-30",944,1
"C9651",0,32,"F",135089.98,"SELF-EMP",11,"31-35",363,8
"C9652",0,23,"F",3946.62,"",4,"<25",304,9
"C9653",0,25,"F",89731.95,"SELF-EMP",20,"<25",892,16
"C9654",0,31,"F",650518.58,"",0,"31-35",193,1
"C9655",0,51,"F",473153.79,"",11,">50",620,23
"C9656",0,42,"F",21600.02,"SAL",8,"41-45",455,27
"C9657",0,34,"F",506802.31,"",17,"31-35",770,8
"C9658",0,27,"F",741451.93,"PROF",6,"26-30",260,31
"C9659",0,21,"F",199122.78,"",0,"<25",945,9
"C966",0,27,"M",33369.21,"SAL",10,"26-30",452,7
"C9660",0,21,"F",196524.79,"",13,"<25",408,1
"C9661",0,33,"F",512853.99,"",19,"31-35",633,15
"C9662",0,39,"F",206165.57,"",11,"36-40",441,6
"C9663",0,50,"F",311378.27,"",7,"46-50",121,26
"C9664",0,36,"F",106391.96,"PROF",1,"36-40",448,10
"C9665",0,52,"F",381748.57,"PROF",18,">50",257,23
"C9666",0,40,"F",112165.25,"PROF",0,"36-40",131,28
"C9667",0,50,"F",15022.6,"PROF",20,"46-50",442,13
"C9668",0,28,"F",285250.12,"PROF",18,"26-30",663,31
"C9669",0,23,"F",48311.35,"PROF",1,"<25",542,7
"C967",0,53,"M",27769.87,"SAL",32,">50",447,30
"C9670",0,23,"F",337291.97,"",8,"<25",450,23
"C9671",0,28,"F",478432.07,"",10,"26-30",943,29
"C9672",0,50,"F",228783.37,"",9,"46-50",458,16
"C9673",0,48,"F",431836.53,"PROF",2,"46-50",376,16
"C9674",0,31,"F",168000.38,"PROF",10,"31-35",450,23
"C9675",0,37,"F",474785.68,"SELF-EMP",17,"36-40",479,25
"C9676",0,27,"F",280799.64,"SAL",2,"26-30",636,20
"C9677",0,43,"F",331246.45,"",12,"41-45",573,19
"C9678",0,24,"F",491158.62,"PROF",12,"<25",148,24
"C9679",0,23,"F",307591.21,"",12,"<25",221,28
"C968",0,53,"M",36673.12,"SAL",5,">50",833,3
"C9680",0,41,"F",90454.86,"SELF-EMP",10,"41-45",176,27
"C9681",0,32,"F",111153.81,"",0,"31-35",799,16
"C9682",0,49,"F",547597.59,"PROF",12,"46-50",506,25
"C9683",0,25,"F",29025.62,"PROF",18,"<25",356,1
"C9684",0,25,"F",657712.66,"",16,"<25",855,1
"C9685",0,25,"F",604554.1,"PROF",10,"<25",740,0
"C9686",0,23,"F",468389.66,"",5,"<25",716,19
"C9687",0,24,"F",41646.21,"SELF-EMP",10,"<25",591,11
"C9688",0,24,"F",514087.17,"SELF-EMP",5,"<25",486,21
"C9689",0,22,"F",98274.39,"PROF",3,"<25",765,22
"C969",0,55,"M",13267.43,"SAL",3,">50",762,13
"C9690",0,22,"F",395543.48,"",10,"<25",346,3
"C9691",0,53,"F",47387.19,"",8,">50",907,5
"C9692",0,32,"F",29632.09,"",0,"31-35",667,28
"C9693",0,31,"F",35999.65,"PROF",6,"31-35",708,16
"C9694",0,34,"F",148897.1,"",15,"31-35",789,25
"C9695",0,46,"F",69566.59,"",14,"46-50",953,5
"C9696",0,55,"F",48731.81,"",9,">50",247,17
"C9697",0,47,"F",109744.02,"",16,"46-50",775,1
"C9698",0,43,"F",348183.39,"PROF",4,"41-45",952,20
"C9699",0,34,"F",82874.93,"PROF",14,"31-35",393,18
"C97",0,30,"F",79738.08,"SAL",13,"26-30",918,18
"C970",0,27,"M",28705.24,"SAL",27,"26-30",734,15
"C9700",0,34,"F",125561.99,"",14,"31-35",295,26
"C9701",0,35,"F",535253.91,"",3,"31-35",956,13
"C9702",0,51,"F",85937.59,"PROF",0,">50",990,30
"C9703",0,28,"F",301106.34,"",6,"26-30",519,6
"C9704",0,23,"F",93742.12,"",11,"<25",461,10
"C9705",0,23,"F",368485.67,"",4,"<25",721,2
"C9706",0,40,"F",26417.51,"PROF",12,"36-40",378,8
"C9707",0,40,"F",49540.88,"",19,"36-40",344,13
"C9708",0,55,"F",169245.7,"PROF",18,">50",544,11
"C9709",0,26,"F",124726.29,"",17,"26-30",816,25
"C971",0,30,"M",294449.99,"SAL",46,"26-30",378,18
"C9710",0,27,"F",467934.9,"",2,"26-30",445,3
"C9711",0,55,"F",5021.15,"",9,">50",965,17
"C9712",0,32,"F",8401.24,"SELF-EMP",3,"31-35",479,0
"C9713",0,40,"F",66622.62,"",13,"36-40",699,6
"C9714",0,48,"F",45750.79,"PROF",9,"46-50",602,24
"C9715",0,48,"F",18238.98,"PROF",0,"46-50",130,26
"C9716",0,35,"F",70175.35,"SELF-EMP",18,"31-35",917,8
"C9717",0,35,"F",346162.93,"SAL",16,"31-35",579,17
"C9718",0,35,"F",46693.66,"PROF",10,"31-35",725,30
"C9719",0,27,"F",263331.97,"PROF",11,"26-30",529,19
"C972",0,39,"M",34048.59,"SAL",0,"36-40",365,0
"C9720",0,30,"F",442184.78,"",11,"26-30",641,18
"C9721",0,44,"F",394432.38,"SAL",8,"41-45",852,24
"C9722",0,35,"F",6435.43,"",1,"31-35",798,2
"C9723",0,24,"F",525990.53,"",12,"<25",811,12
"C9724",0,36,"F",6969.05,"PROF",12,"36-40",391,21
"C9725",0,38,"F",160063.28,"",17,"36-40",280,23
"C9726",0,26,"F",122243.72,"",4,"26-30",348,21
"C9727",0,23,"F",557034.26,"",3,"<25",935,19
"C9728",0,25,"F",332221.35,"SELF-EMP",10,"<25",946,19
"C9729",0,31,"F",16307.93,"",16,"31-35",776,15
"C973",0,38,"M",26147.36,"SAL",2,"36-40",324,18
"C9730",0,23,"F",132117.78,"",3,"<25",680,20
"C9731",0,22,"F",4607.25,"",20,"<25",697,28
"C9732",0,21,"F",76279.45,"PROF",14,"<25",381,1
"C9733",0,27,"F",121883.74,"PROF",0,"26-30",133,27
"C9734",0,23,"F",462634.95,"",3,"<25",701,29
"C9735",0,28,"F",139882.07,"SAL",12,"26-30",708,14
"C9736",0,23,"F",178713.57,"PROF",2,"<25",784,11
"C9737",0,24,"F",470599.67,"",18,"<25",721,0
"C9738",0,21,"F",162182.64,"SELF-EMP",9,"<25",528,26
"C9739",0,21,"F",94523.96,"SELF-EMP",20,"<25",802,16
"C974",0,55,"M",107772.14,"PROF",9,">50",851,27
"C9740",0,32,"F",159973.84,"",11,"31-35",620,21
"C9741",0,33,"F",118961.84,"",19,"31-35",902,13
"C9742",0,47,"F",410368.23,"SELF-EMP",14,"46-50",810,5
"C9743",0,52,"F",83665.95,"SELF-EMP",13,">50",887,7
"C9744",0,43,"F",188127.5,"",18,"41-45",900,23
"C9745",0,40,"F",397434.67,"",18,"36-40",178,7
"C9746",0,26,"F",201702.6,"PROF",16,"26-30",260,2
"C9747",0,21,"F",189101.29,"",16,"<25",279,20
"C9748",0,22,"F",14264.19,"SELF-EMP",19,"<25",712,8
"C9749",0,21,"F",199364.25,"SELF-EMP",12,"<25",708,19
"C975",0,50,"M",4591.83,"SAL",39,"46-50",382,12
"C9750",0,40,"F",429822.22,"SELF-EMP",14,"36-40",365,27
"C9751",0,26,"F",226789,"SAL",20,"26-30",862,17
"C9752",0,29,"F",57168.6,"",13,"26-30",812,15
"C9753",0,33,"F",28227.72,"SELF-EMP",7,"31-35",388,26
"C9754",0,22,"F",183929.9,"",16,"<25",328,26
"C9755",0,21,"F",184733.17,"SELF-EMP",17,"<25",557,5
"C9756",0,38,"F",542167.48,"",0,"36-40",569,18
"C9757",0,22,"F",226789,"",5,"<25",965,21
"C9758",0,29,"F",226789,"",8,"26-30",683,26
"C9759",0,27,"F",226789,"SELF-EMP",13,"26-30",208,2
"C976",0,38,"M",57216.15,"SAL",31,"36-40",136,18
"C9760",0,35,"F",226789,"PROF",3,"31-35",531,18
"C9761",0,38,"F",146737.38,"",0,"36-40",109,1
"C9762",0,27,"F",121242.33,"",7,"26-30",739,26
"C9763",0,50,"F",137321.88,"",12,"46-50",318,24
"C9764",0,53,"F",54020.91,"SELF-EMP",12,">50",364,4
"C9765",0,54,"F",11054.84,"",3,">50",962,9
"C9766",0,23,"F",551231.68,"SAL",0,"<25",795,2
"C9767",0,30,"F",101921.84,"",12,"26-30",991,9
"C9768",0,53,"F",9869.89,"",14,">50",170,28
"C9769",0,30,"F",18377.66,"",17,"26-30",126,27
"C977",0,50,"M",12583.9,"PROF",2,"46-50",982,16
"C9770",0,28,"F",146637.54,"",12,"26-30",453,0
"C9771",0,28,"F",226789,"",3,"26-30",234,14
"C9772",0,34,"F",226789,"PROF",2,"31-35",974,28
"C9773",0,30,"F",196376.19,"",13,"26-30",977,11
"C9774",0,21,"F",197421.79,"PROF",4,"<25",528,7
"C9775",0,25,"F",226789,"PROF",14,"<25",734,10
"C9776",0,37,"F",194129.85,"",5,"36-40",850,21
"C9777",0,54,"F",85284.72,"",19,">50",448,29
"C9778",0,41,"F",49738.64,"",6,"41-45",889,11
"C9779",0,41,"F",226789,"SELF-EMP",18,"41-45",121,19
"C978",0,51,"M",58564.42,"PROF",23,">50",871,28
"C9780",0,38,"F",152980.51,"",13,"36-40",697,1
"C9781",0,52,"F",519811.34,"PROF",9,">50",473,9
"C9782",0,29,"F",27650.97,"SELF-EMP",11,"26-30",861,8
"C9783",0,29,"F",226789,"",1,"26-30",862,8
"C9784",0,48,"F",16007.2,"",15,"46-50",150,12
"C9785",0,33,"F",226789,"",20,"31-35",877,10
"C9786",0,43,"F",43739.89,"",20,"41-45",226,30
"C9787",0,50,"F",117062.99,"SAL",5,"46-50",300,7
"C9788",0,29,"F",226789,"SAL",11,"26-30",189,4
"C9789",0,38,"F",16294.55,"SAL",17,"36-40",595,16
"C979",0,27,"M",75408.75,"PROF",40,"26-30",278,30
"C9790",0,44,"F",133971.86,"SAL",13,"41-45",189,31
"C9791",0,54,"F",86577.81,"SELF-EMP",19,">50",896,1
"C9792",0,49,"F",101687.97,"",2,"46-50",700,28
"C9793",0,27,"F",556517.97,"",9,"26-30",128,6
"C9794",0,50,"F",212286.13,"",5,"46-50",194,15
"C9795",0,28,"F",212936.6,"",12,"26-30",874,8
"C9796",0,47,"F",226789,"SELF-EMP",5,"46-50",156,0
"C9797",0,41,"F",226789,"",18,"41-45",973,3
"C9798",0,25,"F",226789,"",15,"<25",544,5
"C9799",0,27,"F",226789,"",10,"26-30",136,7
"C98",0,46,"F",77963.2,"SAL",3,"46-50",287,11
"C980",0,46,"M",48756.65,"PROF",31,"46-50",614,19
"C9800",0,35,"F",503037.71,"SELF-EMP",11,"31-35",111,8
"C9801",0,38,"F",85320.93,"PROF",0,"36-40",821,10
"C9802",0,29,"F",630720.72,"SELF-EMP",16,"26-30",718,20
"C9803",0,27,"F",118721.9,"SELF-EMP",17,"26-30",478,17
"C9804",0,27,"F",200983.76,"",7,"26-30",857,6
"C9805",0,27,"F",33818.18,"",14,"26-30",747,16
"C9806",0,27,"F",166004.28,"",3,"26-30",863,28
"C9807",0,31,"F",553003.56,"",8,"31-35",784,26
"C9808",0,30,"F",53178,"",1,"26-30",800,0
"C9809",0,47,"F",137774.9,"PROF",1,"46-50",314,19
"C981",0,27,"M",116521.47,"PROF",6,"26-30",728,2
"C9810",0,54,"F",13523.56,"",19,">50",881,8
"C9811",0,54,"F",140578.5,"",5,">50",157,31
"C9812",0,41,"F",105072.34,"SELF-EMP",18,"41-45",625,31
"C9813",0,25,"F",98731.44,"PROF",0,"<25",952,5
"C9814",0,25,"F",70226.82,"SELF-EMP",20,"<25",843,22
"C9815",0,21,"F",226789,"SELF-EMP",5,"<25",392,27
"C9816",0,48,"F",245500,"SELF-EMP",18,"46-50",343,24
"C9817",0,48,"F",230738.52,"SELF-EMP",6,"46-50",195,7
"C9818",0,46,"F",245500,"PROF",9,"46-50",135,6
"C9819",0,32,"F",96016.08,"PROF",9,"31-35",572,13
"C982",0,23,"M",185612.1,"SAL",10,"<25",608,1
"C9820",0,53,"F",15776.59,"PROF",2,">50",345,1
"C9821",0,37,"F",2671.15,"PROF",7,"36-40",585,30
"C9822",0,44,"F",42680.35,"SELF-EMP",5,"41-45",348,11
"C9823",0,28,"F",79253.26,"SELF-EMP",20,"26-30",985,16
"C9824",0,48,"F",65992.16,"SELF-EMP",15,"46-50",368,13
"C9825",0,43,"F",151519.6,"SELF-EMP",7,"41-45",578,1
"C9826",0,30,"F",241301.72,"SELF-EMP",8,"26-30",872,19
"C9827",0,25,"F",245500,"SELF-EMP",7,"<25",943,9
"C9828",0,26,"F",245500,"SELF-EMP",4,"26-30",416,6
"C9829",0,39,"F",245500,"SENP",13,"36-40",747,15
"C983",0,23,"M",187378.24,"SAL",32,"<25",609,3
"C9830",0,24,"F",592112.23,"SENP",3,"<25",299,30
"C9831",0,24,"F",245500,"SENP",1,"<25",971,23
"C9832",0,21,"F",149996.1,"SENP",4,"<25",294,13
"C9833",0,21,"F",195223.64,"SENP",15,"<25",962,29
"C9834",0,23,"F",48953.01,"SENP",18,"<25",783,6
"C9835",0,23,"F",211906.9,"",19,"<25",242,12
"C9836",0,41,"F",245500,"",17,"41-45",261,31
"C9837",0,24,"F",245500,"",15,"<25",917,26
"C9838",0,24,"F",99170.98,"",10,"<25",361,16
"C9839",0,21,"F",144065.81,"PROF",7,"<25",675,5
"C984",0,43,"M",25694.6,"PROF",20,"41-45",919,15
"C9840",0,22,"F",124930.8,"PROF",11,"<25",123,30
"C9841",0,23,"F",245500,"PROF",4,"<25",585,31
"C9842",0,23,"F",50044.41,"PROF",20,"<25",837,17
"C9843",0,30,"F",181136.66,"SENP",19,"26-30",968,18
"C9844",0,45,"F",245500,"SENP",3,"41-45",509,13
"C9845",0,36,"F",120636.57,"SENP",6,"36-40",678,14
"C9846",0,39,"F",47039.05,"SENP",13,"36-40",496,5
"C9847",0,39,"F",52535.49,"SENP",17,"36-40",118,22
"C9848",0,43,"F",36320.53,"SENP",5,"41-45",797,4
"C9849",0,34,"F",245500,"SENP",9,"31-35",594,29
"C985",0,26,"M",20983.76,"PROF",15,"26-30",307,28
"C9850",0,30,"F",86079.8,"PROF",16,"26-30",875,9
"C9851",0,49,"F",109885.65,"PROF",5,"46-50",725,16
"C9852",0,51,"F",237353.98,"PROF",12,">50",388,21
"C9853",0,28,"F",514951.75,"PROF",9,"26-30",764,14
"C9854",0,37,"F",78749.18,"SENP",6,"36-40",659,8
"C9855",0,42,"F",190817.48,"SENP",12,"41-45",310,20
"C9856",0,21,"F",159684.28,"SENP",13,"<25",288,4
"C9857",0,44,"F",18715.55,"SENP",18,"41-45",748,5
"C9858",0,26,"F",245500,"SENP",12,"26-30",764,26
"C9859",0,29,"F",592694.23,"",13,"26-30",117,5
"C986",0,23,"M",16777.71,"PROF",14,"<25",808,7
"C9860",0,44,"F",36271.68,"",20,"41-45",281,26
"C9861",0,42,"F",581375.77,"",10,"41-45",981,2
"C9862",0,47,"F",66080.06,"SENP",16,"46-50",328,30
"C9863",0,46,"F",34483.74,"PROF",14,"46-50",321,24
"C9864",0,24,"F",193722.43,"PROF",19,"<25",306,2
"C9865",0,53,"F",846854.82,"",8,">50",218,3
"C9866",0,35,"F",525262.93,"",17,"31-35",133,6
"C9867",0,32,"F",535381.26,"",4,"31-35",551,13
"C9868",0,30,"F",245500,"",9,"26-30",907,11
"C9869",0,53,"F",245500,"SENP",5,">50",906,29
"C987",0,32,"M",50147.3,"SAL",8,"31-35",643,8
"C9870",0,35,"F",658637.05,"",11,"31-35",418,0
"C9871",0,34,"F",245500,"",11,"31-35",640,29
"C9872",0,32,"F",661836.51,"",13,"31-35",650,29
"C9873",0,28,"F",528539.57,"SENP",19,"26-30",733,2
"C9874",0,51,"F",245500,"PROF",16,">50",581,19
"C9875",0,29,"F",245500,"",15,"26-30",471,13
"C9876",0,28,"F",567410.81,"SENP",5,"26-30",416,2
"C9877",0,43,"F",30178.61,"",4,"41-45",378,24
"C9878",0,44,"F",245500,"PROF",10,"41-45",645,24
"C9879",0,49,"F",103541.62,"SAL",17,"46-50",343,28
"C988",0,33,"M",6645.64,"PROF",6,"31-35",692,4
"C9880",0,29,"F",91424.49,"PROF",9,"26-30",972,4
"C9881",0,39,"F",547747.65,"",0,"36-40",151,9
"C9882",0,40,"F",7058.14,"",7,"36-40",534,9
"C9883",0,43,"F",243133.22,"",6,"41-45",583,23
"C9884",0,34,"F",93410.72,"PROF",7,"31-35",990,25
"C9885",0,31,"F",86486.6,"",5,"31-35",773,21
